Fund,Department,Division,Account,Amount,Current,Annotation,
General Fund,Fire & Rescue,Fire Support Services Division,Licenses Taxes & Fees,3810.0,7600.0,
General Fund,Administration Services,Building Maintenance,Fleet Maintenance Charges,822.0,7454.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Class Participation Fees,-15000.0,3000.0,
Water Services Fund,Water,Meter Services Division,Materials,10000.0,90000.0,
General Fund,Information Technology,IT Support Services Division,All Other Expenses,-9880.0,16320.0,
Water Services Fund,Water,Water General Operations Div,Interest Expense,-264581.0,2936010.0,
General Fund,Parks Rec & Cultural Arts,Cultural Arts Division,Dues & Subscriptions,-4905.0,0.0,
Mass Transit Fund,Transportation,Transit Administration Div,FICA Tax Expense,3049.0,14717.0,
Mass Transit Fund,Transportation,Transit Administration Div,Employer - LGERS,964.0,11457.0,
Mass Transit Fund,Transportation,Transit Administration Div,Employer - 401(K),477.0,8103.0,
General Fund,Police,Criminal Investigations Div,Supplies - Uniforms,6000.0,40000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Admission Fees,14000.0,40000.0,
General Fund,Police,Criminal Investigations Div,Supplies - Safety Equipment,3026.0,12000.0,
General Fund,Transportation,Traffic Engineering Division,Contracted Services,18000.0,20000.0,
General Fund,Police,Criminal Investigations Div,Supplies - Other,1.0,29000.0,
Civic Center Fund,Civic Center,Concessions Division,FICA Tax Expense,4120.0,16707.0,
Civic Center Fund,Civic Center,Concessions Division,Employer - LGERS,3181.0,9926.0,
Water Services Fund,Water,Maintenance & Repairs Division,Group Insurance Expense,14003.0,390432.0,
Water Services Fund,Water,Water Production Division,Fleet Maintenance Charges,-5966.0,35034.0,
General Fund,Administration Services,Fleet Management Division,Cost Transfers,246390.0,-2300000.0,
Water Services Fund,Water,Water Production Division,Fleet Fuel Charges,-6346.0,29654.0,
Water Services Fund,Water,Water Production Division,Other Fleet Charges,1541.0,26000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Compensation - Temp/Seasonal,-7000.0,0.0,
Water Services Fund,Water,Water General Operations Div,Information Technology Charges,-140.0,5000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,-1925.0,37651.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,1291.0,45652.0,
Civic Center Fund,Civic Center,Concessions Division,Group Insurance Expense,5762.0,32536.0,
General Fund,Administration Services,Fleet Management Division,Mach & Equipment,-110500.0,0.0,
General Fund,Finance,Finance Administration,Loc Option Sales Tax One Cent,879406.0,8630491.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Class Participation Fees,2000.0,10000.0,
Water Services Fund,Water,Water Production Division,Contracted Services,17518.0,52500.0,
General Fund,Administration Services,Fleet Management Division,Fleet Fuel Charges,1514.0,11000.0,
General Fund,Administration Services,Fleet Management Division,Fleet Maintenance Charges,-8649.0,23000.0,
General Fund,Police,Police Administration Division,Employer - Police 401(K),-26241.0,0.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Fleet Maintenance Charges,8242.0,85000.0,
General Fund,Police,Police Administration Division,Employer - 401(K),117151.0,132359.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Fleet Fuel Charges,9122.0,71824.0,
General Fund,Police,Police Administration Division,FICA Tax Expense,146820.0,207100.0,
General Fund,Police,Police Administration Division,Employer - LGERS,136847.0,192715.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Appropriated Fund Balance,-413079.0,-0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Approp Fund Bal Res for Enc,-61541.0,-0.0,
Water Services Fund,Water,Water Production Division,FICA Tax Expense,1730.0,12484.0,
Water Services Fund,Water,Water Production Division,Employer - LGERS,1615.0,11538.0,
Water Services Fund,Water,Water Production Division,Contracted Services,-3341.0,27400.0,
Water Services Fund,Water,Water Production Division,Employer - 401(K),795.0,8160.0,
Water Services Fund,Water,Water Production Division,Group Insurance Expense,50637.0,83664.0,
General Fund,Planning & Development,Community Development Division,All Other Expenses,-8835.0,32146.0,
General Fund,Planning & Development,Historic Resources Division,HRC Maj Wks App Fee,0.0,7925.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Materials,9828.0,28000.0,
General Fund,Administration Services,Building Maintenance,Maint & Repair - Buildings,34610.0,84750.0,
Water Services Fund,Water,Water Production Division,Cont Ser - Maint & Rep - Equip,31460.0,80000.0,
General Fund,Administration Services,Building Maintenance,Maintenance and Repairs,80399.0,279000.0,
General Fund,Public Works,Sanitation Division,Supplies - Uniforms,350.0,8850.0,
General Fund,Public Works,Sanitation Division,Supplies - Safety Equipment,1450.0,8500.0,
General Fund,Public Works,Sanitation Division,Supplies - Other,15220.0,96600.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Materials,-25479.23999999999,347782.0,
Water Services Fund,Water,Water Production Division,Employer - LGERS,393.0,26632.0,
Water Services Fund,Water,Water Production Division,Employer - 401(K),-239.0,18834.0,
Water Services Fund,Water,Water Production Division,FICA Tax Expense,-365.0,28817.0,
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,-1223.0,193020.0,
General Fund,Information Technology,IT Support Services Division,Compensation - Full Time Reg,86017.0,290130.0,
Water Services Fund,Water,Water Production Division,Compensation - Overtime,-1260.0,760.0,
General Fund,Information Technology,IT Support Services Division,Compensation - Temp/Seasonal,-31325.0,10000.0,
General Fund,Public Works,Engineering Services Division,Employer - 401(K),11014.0,30517.0,
General Fund,Public Works,Engineering Services Division,Employer - LGERS,16742.0,43151.0,
General Fund,Public Works,Engineering Services Division,FICA Tax Expense,17833.0,46691.0,
Water Services Fund,Water,Water Production Division,Employer - 401(K),742.0,18414.0,
General Fund,Planning & Development,Planning Services Division,Rental/Lease,-2228.0,3400.0,
Water Services Fund,Water,Water Production Division,Group Insurance Expense,46177.0,83664.0,
General Fund,Planning & Development,Planning Services Division,Contracted Services,-5430.0,113850.0,
General Fund,Public Works,Public Works Administration,Interest Expense-Powell Bill,-72291.0,0.0,
General Fund,Public Works,Engineering Services Division,Group Insurance Expense,76552.0,111552.0,
Street Cut Utility Fund,Public Works,Street Cuts Division,Training,-2283.8900000000003,4113.0,
General Fund,Planning & Development,Planning Services Division,Services - Advertising,-1500.0,12500.0,
General Fund,Human Resources,Human Resources Administration,Employer - 401(K),4144.0,35560.0,
General Fund,Human Resources,Human Resources Administration,FICA Tax Expense,7131.0,55276.0,
General Fund,Human Resources,Human Resources Administration,Employer - LGERS,7066.0,50282.0,
Mass Transit Fund,Transportation,Transit Operations Division,Supplies - Fleet Parts,-102939.0,0.0,
Workers' Compensation Fund,Finance,Workers Compensation,Charges for Services,1115000.0,1115000.0,
Water Services Fund,Water,Water General Operations Div,Transfer to Water Cap Prj Fund,2645436.0,1.0084E7,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - 401(K),5.0,10741.0,
Water Services Fund,Water,Water Engineering Division,Employer - 401(K),602.0,24009.0,
General Fund,Finance,Purchasing Operations Division,Auction Expenses,-6840.0,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,FICA Tax Expense,6.0,16434.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - LGERS,415.0,15188.0,
Water Services Fund,Water,Water Engineering Division,Group Insurance Expense,12916.0,83664.0,
General Fund,Human Resources,Human Resources Administration,Group Insurance Expense,7396.0,111552.0,
General Fund,Human Resources,Human Resources Administration,Tuition Reimbursement,6396.0,39280.0,
General Fund,Administration Services,Fleet Management Division,External CNG Sales,0.0,45000.0,
Civic Center Fund,Civic Center,Civic Center Administration,Contracted Services,-51258.0,130555.0,
Civic Center Fund,Civic Center,Civic Center Administration,Rental/Lease,-1740.0,7906.0,
Civic Center Fund,Civic Center,Civic Center Administration,Services - Janitorial,112735.0,160000.0,
General Fund,Public Works,Streets & Sidewalks Division,Cellular Usage,-300.0,2500.0,
General Fund,Public Works,Streets & Sidewalks Division,Supplies - Other,20000.0,20000.0,
Water Services Fund,Water,Water Production Division,Group Insurance Expense,15755.0,37184.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Group Insurance Expense,29287.0,54103.0,
Water Services Fund,Water,Water Engineering Division,FICA Tax Expense,920.0,36734.0,
Water Services Fund,Water,Water Engineering Division,Employer - LGERS,1748.0,33949.0,
General Fund,Human Resources,Human Resources Administration,OPEB Pension Contributions,9465.0,9465.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - LGERS,-2393.0,24012.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - 401(K),-2209.0,16981.0,
General Fund,Police,Police Administration Division,License&Permits Dogs,40000.0,40000.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - 401(K),-456.0,7985.0,
General Fund,Public Works,Streets & Sidewalks Division,FICA Tax Expense,565.0,12217.0,
Stormwater Fund,Public Works,Stormwater Admin Division,FICA Tax Expense,-3379.0,25982.0,
General Fund,Public Works,Streets & Sidewalks Division,Employer - LGERS,-127.0,11291.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,All Other Expenses,-5058.0,18855.0,
General Fund,Public Works,Streets & Sidewalks Division,Group Insurance Expense,-2584.0,23333.0,
Mass Transit Fund,Transportation,Transit Operations Division,Mach & Equipment,-39639.0,0.0,
General Fund,Transportation,Transportation Planning Div,Materials,-31769.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,-9006.0,2000.0,
Water Services Fund,Water,Water General Operations Div,Recovery Collection Fees,-10000.0,5000.0,
General Fund,Finance,Risk Management Division,Compensation - Temp/Seasonal,7749.0,13249.0,
General Fund,Finance,Risk Management Division,Compensation - Full Time Reg,64181.0,163736.0,
General Fund,Administration Services,City Manager,Training,6205.0,18000.0,
General Fund,Fire & Rescue,Emergency Response Division,Licenses Taxes & Fees,1272.0,6739.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Group Insurance Expense,41282.0,99188.0,
General Fund,Transportation,Transportation Admin Div,Compensation - Full Time Reg,5523.0,120466.0,
General Fund,Transportation,Traffic Engineering Division,All Other Expenses,2767.0,76613.0,
General Fund,Finance,Accounting Division,All Other Revenues,500.0,9200.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Cellular Usage,-2000.0,14500.0,
General Fund,Public Works,Street Lighting Division,Contracted Services,-4582.0,25000.0,
General Fund,Public Works,Street Lighting Division,Contingencies,-46670.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Supplies - Other,-6274.0,24700.0,
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,FICA Tax Expense,3009.0,11204.0,
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Employer - LGERS,3678.0,10354.0,
General Fund,Human Resources,Organizational Development,Group Insurance Expense,371.0,9296.0,
General Fund,Public Works,Sanitation Division,Tipping Fees,41997.0,1200000.0,
Water Services Fund,Water,Maintenance & Repairs Division,Compensation - Full Time Reg,-121848.0,1475768.0,
General Fund,Public Works,Public Works Administration,Training,-1178.0,12642.0,
General Fund,Human Resources,Organizational Development,FICA Tax Expense,-465.0,8144.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Supplies - Other,-1584.0,6000.0,
Water Services Fund,Water,Maintenance & Repairs Division,Compensation - Overtime,-20217.0,117978.0,
Civic Center Fund,Civic Center,Civic Center Administration,Charges - Cost Allocations,439032.0,439032.0,
Water Services Fund,Water,Maintenance & Repairs Division,Compensation - Stand By Pay,4.0,15244.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Training,4.0,11500.0,
General Fund,Transportation,Traffic Engineering Division,Materials,0.0,10000.0,
Water Services Fund,Water,Construction Crew Division,Rental/Lease,-7335.0,0.0,
General Fund,Non-Departmental,Non-Divisional,Cost of Loan Servicing,-100.0,0.0,
General Fund,Non-Departmental,Non-Divisional,Debt Issuance Cost,-6000.0,0.0,
Civic Center Fund,Civic Center,Civic Center Administration,Income from Investments,-3000.0,2000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,-588.0,15440.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,441.0,80541.0,
General Fund,Transportation,Traffic Engineering Division,Compensation - Full Time Reg,2290.0,96547.0,
General Fund,Planning & Development,Community Development Division,Compensation - Temp/Seasonal,-11750.0,0.0,
Water Services Fund,Water,Water General Operations Div,Principal Payments,217557.0,3164998.0,
Water Services Fund,Water,Water Production Division,Rental/Lease,-2975.0,0.0,
General Fund,Planning & Development,Community Development Division,Compensation - Full Time Reg,6119.0,46808.0,
General Fund,Fire & Rescue,Fire Support Services Division,Fire Rescue Auto Aid Ageements,-25000.0,113361.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,FICA Tax Expense,-4169.0,7006.0,
General Fund,Fire & Rescue,Fire Support Services Division,Legal Serv - Annexation Contrt,-131750.0,100869.0,
General Fund,Police,Criminal Investigations Div,Police Special Purposes,989.0,2500.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Employer - LGERS,-3338.0,6475.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Employer - 401(K),-2957.0,4579.0,
General Fund,Fire & Rescue,Fire Support Services Division,County 911 Dispatch,12768.0,180963.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,24119.0,26000.0,
General Fund,Police,Criminal Investigations Div,All Other Expenses,1584.0,12800.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Recovery Collection Fees,-6600.0,5000.0,
General Fund,Finance,Purchasing Central Stores,Compensation - Full Time Reg,2008.0,94920.0,
General Fund,Finance,Accounting Division,Compensation - Part Time,35141.0,35141.0,
General Fund,Parks Rec & Cultural Arts,Community Program,Rents - Rental Income,75001.0,75001.0,
General Fund,Finance,Accounting Division,Compensation - Full Time Reg,95641.0,758919.0,
General Fund,Legal,Legal Division,Employer - 401(K),2057.0,24802.0,
General Fund,Finance,Accounting Division,Compensation - Overtime,-3098.0,2500.0,
General Fund,Finance,Accounting Division,Compensation - Temp/Seasonal,7959.0,23640.0,
General Fund,Legal,Legal Division,Employer - LGERS,3811.0,35069.0,
General Fund,Legal,Legal Division,FICA Tax Expense,8054.0,41447.0,
General Fund,Information Technology,IT Support Services Division,Installment Purch Proceed,-350000.0,-0.0,
Property and Liability Fund,Administration Services,General Insurance and Bonds,Compensation - Full Time Reg,49029.0,49029.0,
General Fund,Information Technology,Technical Services Division,All Other Expenses,-2952.0,320.0,
General Fund,Transportation,Traffic Engineering Division,Fleet Maintenance Charges,-148.0,1500.0,
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,-8899.0,113554.0,
General Fund,Legal,Legal Division,Group Insurance Expense,4248.0,55776.0,
General Fund,Non-Departmental,Non-Divisional,Transfer to Golf Course,-640000.0,0.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Materials,-20400.0,0.0,
General Fund,Human Resources,Human Resources Administration,Licenses Taxes & Fees,-14938.0,0.0,
Civic Center Fund,Civic Center,Concessions Division,Wrist Band Sales,-2000.0,98000.0,
General Fund,Human Resources,Human Resources Administration,City- Wide Activities,-678.0,9400.0,
General Fund,Fire & Rescue,Fire Support Services Division,Contracted Services,-5790.0,70860.0,
General Fund,Fire & Rescue,Fire Support Services Division,Professional Services,-16257.0,0.0,
General Fund,Administration Services,City Hall Operations,Cost Transfers,0.0,-100000.0,
Water Services Fund,Water,Water Production Division,Licenses Taxes & Fees,21118.0,22500.0,
General Fund,Non-Departmental,Non-Divisional,Transfer to Transit Fund,715251.0,1700546.0,
General Fund,Legal,Legal Division,Dues & Subscriptions,4090.0,32600.0,
General Fund,Non-Departmental,Non-Divisional,Transfer to Transit Capital Fu,-2193.0,47807.0,
Water Services Fund,Water,Maintenance & Repairs Division,Contracted Services,6159.0,112500.0,
Water Services Fund,Water,Maintenance & Repairs Division,Rental/Lease,-19479.0,14000.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Delinquent & Interest Fee,0.0,50000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Compensation - Full Time Reg,20945.0,263895.0,
Parking Services Fund,Transportation,Parking Garage Divison,Compensation - Overtime,1797.0,8000.0,
Parking Services Fund,Transportation,Parking Garage Divison,Compensation - Temp/Seasonal,-22634.0,0.0,
Parking Services Fund,Transportation,Parking Garage Divison,Compensation - Part Time,18421.0,28621.0,
Parking Services Fund,Transportation,Parking Services Division,Transfer to Parking Cap Fund,-29630.0,0.0,
General Fund,Administration Services,Fleet Management Division,Materials - CNG,-32000.0,0.0,
General Fund,Administration Services,Fleet Management Division,Materials,-62.0,0.0,
General Fund,Finance,Purchasing Central Stores,Group Insurance Expense,1743.0,18592.0,
General Fund,Transportation,Transportation Planning Div,Compensation - Full Time Reg,1442.0,52933.0,
General Fund,Transportation,Transportation Planning Div,Compensation - Part Time,846.0,46062.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Principal Payments,4673.0,80000.0,
General Fund,Public Works,Streets & Sidewalks Division,Tipping Fees,-6117.0,0.0,
Parking Services Fund,Transportation,Parking Services Division,Mach & Equipment,25000.0,40000.0,
Water Services Fund,Water,Water General Operations Div,Cost of Loan Servicing,-2800.0,7200.0,
Street Cut Utility Fund,Public Works,CAFR Preparation,All Other Expenses,2728.89,0.0,
Civic Center Fund,Civic Center,Ticket Office,Compensation - Temp/Seasonal,-3276.0,25000.0,
Civic Center Fund,Civic Center,Ticket Office,Compensation - Full Time Reg,4228.0,85445.0,
General Fund,Public Works,Sanitation Division,All Other Expenses,-4847.0,13346.0,
General Fund,Human Resources,Organizational Development,Restrictd Intergv County Parti,0.0,23750.0,
General Fund,Public Works,Public Works Administration,State Powell Bill Proceeds,-2277033.0,-0.0,
General Fund,Administration Services,City Hall Operations,Compensation - Full Time Reg,-47224.0,199791.0,
General Fund,Public Works,Public Works Administration,All Other Expenses,-7685.0,47953.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,2326.0,25564.0,
General Fund,Administration Services,City Hall Operations,Compensation - Overtime,-6258.0,8500.0,
Mass Transit Fund,Transportation,Transit Administration Div,Rstrtd Intrgv - FTA Formula,0.0,553500.0,
Water Services Fund,Water,Water Production Division,Materials,-500.0,500.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Mach & Equipment,25660.0,206000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Supplies - Other,-5557.0,13000.0,
Water Services Fund,Water,Meter Services Division,Supplies - Other,5080.0,25000.0,
Workers' Compensation Fund,Finance,Workers Compensation,Administration Fees,60000.0,60000.0,
Water Services Fund,Water,Meter Services Division,Supplies - Safety Equipment,-7431.0,3000.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Compensation - Temp/Seasonal,-741.0,22000.0,
General Fund,Police,Criminal Investigations Div,Compensation - Temp/Seasonal,19709.0,30000.0,
General Fund,Police,Criminal Investigations Div,Compensation - Overtime,-27594.0,105000.0,
General Fund,Police,Criminal Investigations Div,Compensation - Full Time Reg,356268.0,2155212.0,
General Fund,Police,Criminal Investigations Div,Compensation - Stand By Pay,-1007.0,26000.0,
General Fund,Administration Services,Building Maintenance,Group Insurance Expense,15900.0,130144.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Materials,-27700.0,0.0,
General Fund,Administration Services,Building Maintenance,Employer - LGERS,4018.0,43796.0,
General Fund,Administration Services,Building Maintenance,FICA Tax Expense,3774.0,47388.0,
General Fund,Fire & Rescue,Fire Support Services Division,Maintenance and Repairs,7208.0,8730.0,
General Fund,Transportation,Traffic Engineering Division,FICA Tax Expense,292.0,7829.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,10411.0,23240.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,Oper Trans from Cemetery Fund,-10000.0,-0.0,
General Fund,Administration Services,Building Maintenance,Employer - 401(K),363.0,30973.0,
General Fund,Public Works,Streets & Sidewalks Division,Sales and Services,-11265.0,13735.0,
General Fund,Finance,Finance Administration,Payments in Lieu of Taxes AHA,2000.0,70000.0,
General Fund,Fire & Rescue,Emergency Response Division,Cellular Usage,13300.0,70000.0,
General Fund,Fire & Rescue,Emergency Response Division,Electricity,9000.0,109000.0,
Water Services Fund,Water,Water Production Division,Compensation - Full Time Reg,6353.0,353031.0,
General Fund,Police,Police Support Division,All Other Expenses,-7962.0,0.0,
General Fund,Parks Rec & Cultural Arts,Parks Maintenance Division,Restrictd Intergv County Parti,-22500.0,127500.0,
General Fund,Public Works,Sanitation Division,Compensation - Full Time Reg,-13306.0,892213.0,
General Fund,Administration Services,Sustainability Division,Supplies - Other,-28029.0,3000.0,
General Fund,Public Works,Sanitation Division,Compensation - Overtime,1284.0,38270.0,
General Fund,Fire & Rescue,Emergency Response Division,Natural Gas,5000.0,35000.0,
Water Services Fund,Water,Water Production Division,Compensation - Overtime,115.0,15240.0,
General Fund,Police,FICA Tax Exp-Police Sep Allow,FICA Tax Expense,6700.0,43146.0,
Health Insurance Fund,Human Resources,Group Health Life & Dental,Insurance Recovery,200000.0,200000.0,
Health Insurance Fund,Human Resources,Group Health Life & Dental,Prescrips Rebates & Refunds,50000.0,50000.0,
Water Services Fund,Water,Water Production Division,Licenses Taxes & Fees,19800.0,22800.0,
General Fund,Transportation,Traffic Engineering Division,Group Insurance Expense,743.0,18592.0,
General Fund,Information Technology,Technical Services Division,Compensation - Temp/Seasonal,-31250.0,0.0,
General Fund,Information Technology,Technical Services Division,Compensation - Full Time Reg,27575.0,433574.0,
General Fund,Fire & Rescue,Emergency Response Division,Water and Sewer,0.0,52000.0,
General Fund,Police,Patrol Division,Fleet Maintenance Charges,45514.0,396509.0,
General Fund,Building Safety,Permitting & Inspections Div,Expedite Inspections,-2000.0,-0.0,
General Fund,Building Safety,Permitting & Inspections Div,Contracted Services,-39839.0,0.0,
General Fund,Building Safety,Permitting & Inspections Div,Rental/Lease,30636.0,44700.0,
General Fund,Transportation,Traffic Engineering Division,Street Closing Fees,0.0,6000.0,
General Fund,Police,Patrol Division,Fleet Fuel Charges,26041.0,480000.0,
Water Services Fund,Water,Water General Operations Div,Transfer From Wtr Cap Proj Fd,-67200.0,-0.0,
General Fund,Finance,Purchasing Operations Division,Other Miscellaneous Revenue,0.0,8000.0,
General Fund,Police,Police Administration Division,Training,46400.0,101900.0,
General Fund,Police,Police Administration Division,Dues & Subscriptions,7300.0,13423.0,
Water Services Fund,Water,Water General Operations Div,Oper Transfers from Strm Wtr,-45000.0,-0.0,
General Fund,Transportation,Transportation Planning Div,All Other Revenues,2000.0,2000.0,
Civic Center Fund,Civic Center,Civic Center Administration,2% Capital Maint Fee,0.0,90000.0,
General Fund,Building Safety,Permitting & Inspections Div,Lic. & Prmts - Inspection Fees,20000.0,20000.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,-60167.0,179833.0,
General Fund,Building Safety,Permitting & Inspections Div,Materials,-7057.0,5000.0,
General Fund,Information Technology,GIS Appl Services Division,Training,-385.0,6500.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Fleet Fuel Charges,3707.0,10000.0,
General Fund,Police,Police Support Division,Radio Lines,-24166.0,0.0,
General Fund,Police,Police Support Division,Radio Charges,-100000.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,-6020.0,20000.0,
General Fund,Police,Police Support Division,Cellular Usage,-79606.0,0.0,
General Fund,Police,Police Support Division,Telephone,-54000.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Fuel Charges,1458.0,28207.0,
General Fund,Public Works,Streets & Sidewalks Division,Materials,64523.0,100000.0,
Stormwater Fund,Public Works,Stormwater Admin Division,All Other Expenses,-4395.0,86611.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Income from Investments,0.0,11000.0,
Civic Center Fund,Civic Center,Civic Center Administration,Oper Transfers Gen Fd Subsidy,424891.0,1120576.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Group Insurance Expense,-142173.0,32536.0,
General Fund,Building Safety,Permitting & Inspections Div,All Other Revenues,-13600.0,12000.0,
General Fund,Information Technology,Technical Services Division,Materials,-36721.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Group Insurance Expense,-1563.0,9296.0,
General Fund,Transportation,Traffic Engineering Division,All Other Revenues,-3050.0,0.0,
Water Services Fund,Water,Construction Crew Division,Employer - 401(K),-11883.0,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Workers Compensation,-2102.0,28217.0,
General Fund,Building Safety,Permitting & Inspections Div,Working With Out a Permit,-7000.0,-0.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Maintenance Charges,-107532.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Fleet Fuel Charges,-47456.0,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - 401(K),-1533.0,10234.0,
General Fund,Building Safety,Permitting & Inspections Div,Temporary Occupancy Utilities,-65000.0,-0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Employer - LGERS,-1721.0,14470.0,
General Fund,Building Safety,Permitting & Inspections Div,ABC Inspection Fees,-12000.0,-0.0,
Mass Transit Fund,Transportation,Transit Operations Division,Maint & Repair - Buildings,-54349.0,0.0,
Water Services Fund,Water,Construction Crew Division,FICA Tax Expense,-18181.0,0.0,
Mass Transit Fund,Transportation,Transit Operations Division,Maint & Repair - Equipment,-18597.0,0.0,
Water Services Fund,Water,Construction Crew Division,Employer - LGERS,-16348.0,0.0,
Stormwater Fund,Public Works,Stormwater Admin Division,FICA Tax Expense,-2345.0,15658.0,
General Fund,Administration Services,City Manager,Compensation - Full Time Reg,57844.0,449266.0,
General Fund,Administration Services,City Manager,Compensation - Temp/Seasonal,-21288.0,0.0,
Parking Services Fund,Transportation,Parking Garage Divison,Rents - Rental Income,1200.0,23000.0,
General Fund,Administration Services,City Clerk Division,Compensation - Full Time Reg,3270.0,87624.0,
General Fund,Finance,Accounting Division,Licenses Taxes & Fees,-6834.0,0.0,
General Fund,Public Works,Streets & Sidewalks Division,Contra Salaries and Wages-PB,142688.0,0.0,
General Fund,Finance,Accounting Division,Bank Fees,-4150.0,3850.0,
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Licenses Taxes & Fees,-1871.0,7000.0,
Water Services Fund,Water,Construction Crew Division,Group Insurance Expense,-62475.0,0.0,
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Compensation - Temp/Seasonal,-10500.0,0.0,
General Fund,Parks Rec & Cultural Arts,Planning & Development Div,Compensation - Full Time Reg,51025.0,146452.0,
General Fund,Finance,Purchasing Central Stores,All Other Expenses,-13166.0,32259.0,
General Fund,Parks Rec & Cultural Arts,Specialized Facilities Div,All Other Expenses,-283.0,130991.0,
Stormwater Fund,Public Works,Stormwater Admin Division,Interest Expense,-680.0,11200.0,
Water Services Fund,Water,Water General Operations Div,Income from Investments,-42720.0,69780.0,
Parking Services Fund,Transportation,Parking Services Division,Maint & Repair - Equipment,-3000.0,6000.0,
General Fund,Transportation,Traffic Engineering Division,Bldg Permits & Insp Driveways,-7500.0,-0.0,
General Fund,Administration Services,City Hall Operations,All Other Revenues,-3000.0,0.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Part Time,5190.0,14290.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,362.0,32362.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Full Time Reg,1057.0,41850.0,
General Fund,Parks Rec & Cultural Arts,Recreation Division,Compensation - Temp/Seasonal,6000.0,17000.0,
General Fund,Administration Services,Governing Body Division,FICA Tax Expense,2623.0,11165.0,
Water Services Fund,Water,Water Administration,Training,600.0,7000.0,
