LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Police/Police Support Division,Telephone,,,,47954.24,51858.64,55064.13,54000.0,0.0,3
General Fund,Police/Police Support Division,Maint & Repair - Equipment,,,,1301.95,15063.54,12377.49,13250.0,0.0,3
General Fund,Police/Police Support Division,Maintenance and Repairs,,,,76613.59,42610.5,30337.92,20409.0,0.0,3
General Fund,Police/Police Support Division,Services - Copying and Dupl,,,,16383.42,15131.42,9657.29,13834.0,0.0,3
General Fund,Police/Police Support Division,Fleet Fuel Charges,,,,0.0,0.0,20744.9,24272.0,0.0,3
General Fund,Police/Police Support Division,Fleet Maintenance Charges,,,,14771.09,22375.15,10670.14,23444.0,0.0,3
General Fund,Police/Police Support Division,Group Insurance Expense,,,,255297.0,348056.0,368056.0,329087.0,0.0,3
General Fund,Police/Police Support Division,Compensation - Stand By Pay,,,,2887.15,2809.99,11308.21,11557.0,0.0,3
General Fund,Police/Police Support Division,All Other Expenses,,,,7022.26,6711.17,4273.08,7962.0,0.0,3
General Fund,Police/Police Support Division,FICA Tax Expense,,,,109327.06,108268.61,112885.29,124682.0,0.0,3
General Fund,Police/Police Support Division,Employer - Police 401(K),,,,5989.21,8656.26,20289.53,28746.0,0.0,3
General Fund,Police/Police Support Division,Employer - LGERS,,,,68282.95,91142.66,104985.32,111813.0,0.0,3
General Fund,Police/Police Support Division,Employer - 401(K),,,,63895.57,62766.17,55482.59,54533.0,0.0,3
General Fund,Police/Police Support Division,Supplies - ERT Ammunition,,,,8672.85,16366.15,13999.0,14000.0,0.0,3
General Fund,Police/Police Support Division,Supplies - Other,,,,18649.2,18722.32,18970.3,23583.0,0.0,3
General Fund,Police/Police Support Division,Natural Gas,,,,17057.72,13262.28,9122.95,16800.0,0.0,3
General Fund,Police/Police Support Division,Compensation - Temp/Seasonal,,,,69449.2,41085.67,37137.02,50618.0,0.0,3
General Fund,Police/Police Support Division,Criminal Justice Info System,,,,760208.45,697788.85,780856.82,773310.0,0.0,3
General Fund,Police/Police Support Division,Compensation - Overtime,,,,90214.27,48394.61,76033.26,107709.0,0.0,3
General Fund,Police/Police Support Division,Contracted Services,,,,132378.67,235719.76,127417.89,301117.0,0.0,3
General Fund,Police/Police Support Division,Compensation - Full Time Reg,,,,1331615.22,1387422.13,1428719.06,1522394.0,0.0,3
General Fund,Police/Police Support Division,Rental/Lease,,,,42691.92,45723.35,45825.25,46723.0,0.0,3
General Fund,Police/Police Support Division,Electricity,,,,67700.85,74946.53,72771.71,80000.0,0.0,3
General Fund,Police/Police Support Division Total,,,,,3379321.1199999996,3544881.84,3616221.5,3967895.0,0.0,2
General Fund,Finance/Risk Management Division,Compensation - Temp/Seasonal,,,,6018.75,372.0,886.92,5500.0,13249.0,3
General Fund,Finance/Risk Management Division,Compensation - Full Time Reg,,,,144349.83,158372.35,101725.31,99555.0,163736.0,3
General Fund,Finance/Risk Management Division,Employer - 401(K),,,,7217.59,7894.44,4936.24,8074.0,8187.0,3
General Fund,Finance/Risk Management Division,Employer - LGERS,,,,7050.66,10066.16,6792.43,10151.0,11576.0,3
General Fund,Finance/Risk Management Division,Group Insurance Expense,,,,20155.0,26774.0,31774.0,24364.0,27888.0,3
General Fund,Finance/Risk Management Division,Contracted Services,,,,33326.75,1789.75,346.25,0.0,68000.0,3
General Fund,Finance/Risk Management Division,FICA Tax Expense,,,,11145.4,11737.15,7560.85,11971.0,13539.0,3
General Fund,Finance/Risk Management Division,All Other Expenses,,,,20709.25,17161.4,18129.19,23488.0,17350.0,3
General Fund,Finance/Risk Management Division Total,,,,,249973.22999999998,234167.25,172151.19,183103.0,323525.0,2
General Fund,Administration Services/City Hall Operations,Compensation - Full Time Reg,,,,166247.28,242528.86,260532.52,247015.0,199791.0,3
General Fund,Administration Services/City Hall Operations,Services - Janitorial,,,,11567.45,18794.27,17930.36,13100.0,12500.0,3
General Fund,Administration Services/City Hall Operations,Services - Postage,,,,69033.09,84196.01,88026.4,107553.0,125000.0,3
General Fund,Administration Services/City Hall Operations,Compensation - Overtime,,,,884.52,267.82,469.34,14758.0,8500.0,3
General Fund,Administration Services/City Hall Operations,Contracted Services,,,,37390.39,8544.69,16160.8,41494.0,25000.0,3
General Fund,Administration Services/City Hall Operations,Cost Transfers,,,,-72679.12,-65054.61,-59860.84,-100000.0,-100000.0,3
General Fund,Administration Services/City Hall Operations,Employer - 401(K),,,,6899.01,12064.89,13049.81,13516.0,10415.0,3
General Fund,Administration Services/City Hall Operations,All Other Expenses,,,,886.95,11075.66,8892.72,9220.0,8098.0,3
General Fund,Administration Services/City Hall Operations,Supplies - Other,,,,1234.05,5244.19,8250.28,9195.0,6000.0,3
General Fund,Administration Services/City Hall Operations,FICA Tax Expense,,,,12079.28,17573.67,19269.96,19976.0,15934.0,3
General Fund,Administration Services/City Hall Operations,Group Insurance Expense,,,,33592.0,62472.0,76531.0,60304.0,65072.0,3
General Fund,Administration Services/City Hall Operations,Employer - LGERS,,,,6801.06,15383.53,17956.44,18025.0,14726.0,3
General Fund,Administration Services/City Hall Operations Total,,,,,273935.96,413090.98,467208.79000000004,454156.0,391036.0,2
General Fund,Police/Patrol Division,Compensation - Temp/Seasonal,,,,968.4,227.96,0.0,0.0,50000.0,3
General Fund,Police/Patrol Division,Compensation - Full Time Reg,,,,6954782.64,7154232.45,6773591.55,6666276.0,7183119.0,3
General Fund,Police/Patrol Division,Compensation - Overtime,,,,485943.1,625021.3,581673.81,533096.0,600000.0,3
General Fund,Police/Patrol Division,Employer - Police 401(K),,,,370535.2,371692.86,360608.54,363469.0,0.0,3
General Fund,Police/Patrol Division,FICA Tax Expense,,,,541966.15,572363.54,535432.55,511707.0,612950.0,3
General Fund,Police/Patrol Division,Employer - LGERS,,,,400469.7,501507.82,529048.07,474731.0,571270.0,3
General Fund,Police/Patrol Division,Employer - 401(K),,,,1734.53,17687.44,12561.49,29946.0,392356.0,3
General Fund,Police/Patrol Division,Transfer to Grant Fund,,,,0.0,0.0,0.0,7735.0,40098.0,3
General Fund,Police/Patrol Division,Fleet Maintenance Charges,,,,667075.57,845485.18,355744.58,350995.0,396509.0,3
General Fund,Police/Patrol Division,Rental/Lease,,,,23649.37,24664.18,18468.85,25561.0,26792.0,3
General Fund,Police/Patrol Division,All Other Expenses,,,,1440.3200000000002,932.88,1511.0800000000002,888.0,3500.0,3
General Fund,Police/Patrol Division,Supplies - Other,,,,34992.97,66302.15,30610.53,47560.0,45000.0,3
General Fund,Police/Patrol Division,Fleet Fuel Charges,,,,0.0,0.0,480933.36,453959.0,480000.0,3
General Fund,Police/Patrol Division,Group Insurance Expense,,,,1224631.0,1517167.0,1589479.0,1549027.0,1561728.0,3
General Fund,Police/Patrol Division,Contracted Services,,,,6335.98,16618.49,9490.99,10110.0,10000.0,3
General Fund,Police/Patrol Division,Maint & Repair - Equipment,,,,34361.73,28347.38,10796.85,13974.0,30000.0,3
General Fund,Police/Patrol Division,Compensation - Stand By Pay,,,,53406.89,58829.69,64462.7,59287.0,64000.0,3
General Fund,Police/Patrol Division,Police Special Purposes,,,,5140.04,10000.0,0.0,1220.0,3000.0,3
General Fund,Police/Patrol Division,Materials,,,,7804.24,7061.49,12081.45,7000.0,9000.0,3
General Fund,Police/Patrol Division,Supplies - Safety Equipment,,,,37189.14,36890.58,48616.98,39765.0,125000.0,3
General Fund,Police/Patrol Division,Supplies - Uniforms,,,,77989.78,92146.44,86807.61,75088.0,90000.0,3
General Fund,Police/Patrol Division Total,,,,,1.093041675E7,1.194717883E7,1.1501919989999998E7,1.1221394E7,1.2294322E7,2
General Fund,Fire & Rescue/Fire Support Services Division,Fire Rescue Auto Aid Ageements,,,,128745.0,182309.9,136047.41,138361.0,113361.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Legal Serv - Annexation Contrt,,,,341818.15,276424.66,269770.58,232619.0,100869.0,3
General Fund,Fire & Rescue/Fire Support Services Division,County 911 Dispatch,,,,112205.58,150411.08,166405.97,168195.0,180963.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Insurance & Bonds,,,,57300.26,56859.0,56859.0,125499.0,234200.0,3
General Fund,Fire & Rescue/Fire Support Services Division,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,149692.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Employer - 401(K),,,,13810.11,21486.28,30879.09,32255.0,31517.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Supplies - Other,,,,19137.94,4080.83,16708.41,14385.0,15567.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Employer - 401(A),,,,3798.85,6765.63,10818.4,11781.0,12607.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Dues & Subscriptions,,,,11938.8,3957.91,14548.41,7939.0,9344.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Employer - LGERS,,,,13462.41,27483.71,42489.17,44069.0,44565.0,3
General Fund,Fire & Rescue/Fire Support Services Division,FICA Tax Expense,,,,6943.64,8412.37,9582.18,10282.0,9140.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Emergency Notification System,,,,51333.24,37650.49,44990.0,6000.0,6000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Contracted Services,,,,43300.0,14172.0,69019.93,76650.0,70860.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Compensation - Full Time Reg,,,,310355.99,415613.49,617202.82,643480.0,625690.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Professional Services,,,,2087.85,2625.4,12828.41,16257.0,0.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Licenses Taxes & Fees,,,,3655.36,2972.25,655.0,3790.0,7600.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Maintenance and Repairs,,,,6290.17,331.55,728.88,1522.0,8730.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Radio Charges,,,,64906.56,102928.69,108701.27,122346.0,75600.0,3
General Fund,Fire & Rescue/Fire Support Services Division,All Other Expenses,,,,15201.67,5438.61,7224.82,16054.0,13499.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Telephone,,,,75805.12,82863.16,43798.91,27000.0,27000.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Fleet Maintenance Charges,,,,445695.9,537946.89,329269.9,372978.0,405749.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Fleet Fuel Charges,,,,0.0,0.0,256456.36,276485.0,295966.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Firefighter Pension,,,,26130.0,24728.0,21140.0,30020.0,25632.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Group Insurance Expense,,,,33592.0,44623.0,51953.0,79092.0,83664.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Quality of Serv Award,,,,14570.57,5100.13,0.0,19368.0,1056.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Unemployment,,,,0.0,0.0,0.0,0.0,39131.0,3
General Fund,Fire & Rescue/Fire Support Services Division,Workers Compensation,,,,206682.0,207250.0,209750.0,213877.0,201660.0,3
General Fund,Fire & Rescue/Fire Support Services Division Total,,,,,2008767.1700000002,2222435.0300000003,2527827.92,2690304.0,2789662.0,2
General Fund,Administration Services/Governing Body Division,Compensation - Temp/Seasonal,,,,102453.34,120849.77,137031.13,138550.0,145951.0,3
General Fund,Administration Services/Governing Body Division,Training,,,,9796.8,17780.42,17819.12,15383.0,16000.0,3
General Fund,Administration Services/Governing Body Division,Group Insurance Expense,,,,0.0,0.0,0.0,27602.0,0.0,3
General Fund,Administration Services/Governing Body Division,FICA Tax Expense,,,,9022.22,9596.95,9365.15,8542.0,11165.0,3
General Fund,Administration Services/Governing Body Division,All Other Expenses,,,,4246.77,1773.76,3405.05,3717.0,3600.0,3
General Fund,Administration Services/Governing Body Division Total,,,,,125519.13,150000.9,167620.45,193794.0,176716.0,2
General Fund,Non-Departmental/Non-Divisional,Transfer to Transit Fund,,,,872831.0,642196.0,985295.0,985295.0,1700546.0,3
General Fund,Non-Departmental/Non-Divisional,Principal Payments,,,,0.0,3483848.85,3133207.38,4055000.0,5387021.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Golf Course,,,,0.0,0.0,0.0,640000.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Interest Expense,,,,0.0,783868.36,700945.55,1009325.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Transit Capital Fu,,,,0.0,0.0,89500.0,50000.0,47807.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Capital Reserve,,,,8345222.0,2440300.0,0.0,0.0,3300000.0,3
General Fund,Non-Departmental/Non-Divisional,Unemployment,,,,120072.77,134323.69,121652.3,152157.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Cost of Loan Servicing,,,,0.0,8790.0,4370.0,100.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Debt Issuance Cost,,,,0.0,0.0,91381.46,6000.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Housing Partnershp,,,,300000.0,300000.0,300000.0,500000.0,500000.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Civic Center Fund,,,,391315.0,0.0,392594.0,662594.0,1120576.0,3
General Fund,Non-Departmental/Non-Divisional,Licenses Taxes & Fees,,,,0.0,0.0,0.0,73529.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Other Fringe Benefits,,,,4533.48,2725.38,3155.11,7542.0,4000.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Civic Center Cap,,,,0.0,0.0,300000.0,130000.0,111050.0,3
General Fund,Non-Departmental/Non-Divisional,Nuisance Court,,,,0.0,0.0,9160.64,11108.0,10000.0,3
General Fund,Non-Departmental/Non-Divisional,Contracted Services,,,,0.0,22314.28,9146.85,26200.0,45000.0,3
General Fund,Non-Departmental/Non-Divisional,Other Expense,,,,36707.06,41968.46,51.0,0.0,5000.0,3
General Fund,Non-Departmental/Non-Divisional,Contingencies,,,,0.0,0.0,0.0,922995.0,0.0,3
General Fund,Non-Departmental/Non-Divisional,Transfer to Gen Cap Proj Fund,,,,1000.0,642000.0,2574484.0,918695.0,150000.0,3
General Fund,Non-Departmental/Non-Divisional,Training,,,,9139.39,4168.0,15330.23,11389.0,10000.0,3
General Fund,Non-Departmental/Non-Divisional,Cost Transfers,,,,0.0,0.0,0.0,0.0,-559340.0,3
General Fund,Non-Departmental/Non-Divisional,Dues & Subscriptions,,,,65177.08,70573.24,78814.09,84631.0,85000.0,3
General Fund,Non-Departmental/Non-Divisional,Stormwater,,,,140067.18,127748.4,118623.96,145000.0,110000.0,3
General Fund,Non-Departmental/Non-Divisional,All Other Expenses,,,,1727.74,0.0,5635.5,4875.0,9500.0,3
General Fund,Non-Departmental/Non-Divisional Total,,,,,1.02877927E7,8704824.660000002,8933347.07,1.0396435E7,1.203616E7,2
General Fund,Administration Services/City Manager,FICA Tax Expense,,,,29319.18,28182.73,24478.29,27034.0,34369.0,3
General Fund,Administration Services/City Manager,Vehicle Allowance,,,,13250.79,12235.57,13250.96,13217.0,13217.0,3
General Fund,Administration Services/City Manager,Training,,,,16931.39,18070.75,10329.94,11795.0,18000.0,3
General Fund,Administration Services/City Manager,Cellular Usage,,,,7718.73,2554.69,2169.71,2355.0,2000.0,3
General Fund,Administration Services/City Manager,Supplies - Other,,,,10352.14,11486.83,11718.65,9092.0,10000.0,3
General Fund,Administration Services/City Manager,All Other Expenses,,,,18156.64,15814.359999999999,15837.069999999998,17649.0,21618.0,3
General Fund,Administration Services/City Manager,Insurance & Bonds,,,,6000.0,6000.0,6000.0,29468.0,54989.0,3
General Fund,Administration Services/City Manager,Employer - 401(K),,,,22309.21,16607.96,24239.57,20315.0,22085.0,3
General Fund,Administration Services/City Manager,Group Insurance Expense,,,,40311.0,35698.0,40698.0,40698.0,46480.0,3
General Fund,Administration Services/City Manager,Compensation - Full Time Reg,,,,444436.64,422731.75,377966.24,391422.0,449266.0,3
General Fund,Administration Services/City Manager,Employer - LGERS,,,,21668.85,26891.73,27487.84,27945.0,31228.0,3
General Fund,Administration Services/City Manager,Fringe Ben - Housing Allowance,,,,0.0,0.0,0.0,0.0,12000.0,3
General Fund,Administration Services/City Manager,Compensation - Temp/Seasonal,,,,21507.3,20754.2,23440.49,21288.0,0.0,3
General Fund,Administration Services/City Manager Total,,,,,651961.87,617028.57,577616.7599999999,612278.0,715252.0,2
General Fund,Information Technology/GIS Appl Services Division,Compensation - Full Time Reg,,,,300611.01,303639.78,317722.32,353676.0,336078.0,3
General Fund,Information Technology/GIS Appl Services Division,All Other Expenses,,,,240.52,0.0,1558.84,1000.0,1000.0,3
General Fund,Information Technology/GIS Appl Services Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,14500.0,0.0,3
General Fund,Information Technology/GIS Appl Services Division,Maintenance and Repairs,,,,123960.1,130929.0,211600.82,267445.0,242900.0,3
General Fund,Information Technology/GIS Appl Services Division,Employer - LGERS,,,,12702.76,19358.03,21859.09,24157.0,23761.0,3
General Fund,Information Technology/GIS Appl Services Division,FICA Tax Expense,,,,22045.06,22726.87,23574.94,28166.0,25710.0,3
General Fund,Information Technology/GIS Appl Services Division,Group Insurance Expense,,,,33592.0,44623.0,49623.0,52728.0,55776.0,3
General Fund,Information Technology/GIS Appl Services Division,Training,,,,3970.71,10168.35,6083.73,6885.0,6500.0,3
General Fund,Information Technology/GIS Appl Services Division,Licenses Taxes & Fees,,,,5777.5,11066.6,11522.0,9610.0,30900.0,3
General Fund,Information Technology/GIS Appl Services Division,Employer - 401(K),,,,12990.49,15181.83,15886.0,18409.0,16804.0,3
General Fund,Information Technology/GIS Appl Services Division,Contracted Services,,,,30942.08,40099.86,10398.56,22000.0,20000.0,3
General Fund,Information Technology/GIS Appl Services Division Total,,,,,546832.2300000001,597793.32,669829.2999999999,798576.0,759429.0,2
General Fund,Information Technology/IT Support Services Division,Maintenance and Repairs,,,,127634.28,118638.56,47848.44,211323.0,177020.0,3
General Fund,Information Technology/IT Support Services Division,Training,,,,14134.49,6110.6,5247.1,6374.0,7000.0,3
General Fund,Information Technology/IT Support Services Division,Cost Transfers,,,,0.0,0.0,0.0,-423725.0,-350000.0,3
General Fund,Information Technology/IT Support Services Division,Group Insurance Expense,,,,40310.0,53547.0,58547.0,43940.0,46480.0,3
General Fund,Information Technology/IT Support Services Division,Employer - 401(K),,,,14481.81,17657.42,17786.03,17037.0,15719.0,3
General Fund,Information Technology/IT Support Services Division,Rental/Lease,,,,0.0,0.0,600.0,44300.0,44300.0,3
General Fund,Information Technology/IT Support Services Division,Telephone,,,,0.0,0.0,0.0,17378.0,18100.0,3
General Fund,Information Technology/IT Support Services Division,Contracted Services,,,,18613.59,1672.33,23081.38,26425.0,103200.0,3
General Fund,Information Technology/IT Support Services Division,Compensation - Full Time Reg,,,,283279.81,353750.85,355065.49,204113.0,290130.0,3
General Fund,Information Technology/IT Support Services Division,Supplies - Other,,,,0.0,0.0,1621.1,100000.0,200000.0,3
General Fund,Information Technology/IT Support Services Division,Rental/Lease - Computers,,,,0.0,0.0,0.0,196000.0,26000.0,3
General Fund,Information Technology/IT Support Services Division,Information Tech Purchases,,,,0.0,0.0,402.71,350000.0,0.0,3
General Fund,Information Technology/IT Support Services Division,Radio Lines,,,,0.0,0.0,0.0,12480.0,15656.0,3
General Fund,Information Technology/IT Support Services Division,Electricity,,,,0.0,0.0,0.0,12000.0,12000.0,3
General Fund,Information Technology/IT Support Services Division,FICA Tax Expense,,,,22885.22,26851.97,26544.38,21148.0,23052.0,3
General Fund,Information Technology/IT Support Services Division,Cellular Usage,,,,0.0,0.0,0.0,5776.0,13500.0,3
General Fund,Information Technology/IT Support Services Division,Compensation - Temp/Seasonal,,,,25355.71,10849.52,5813.5,41325.0,10000.0,3
General Fund,Information Technology/IT Support Services Division,Employer - LGERS,,,,14123.01,22541.19,24473.58,19563.0,22227.0,3
General Fund,Information Technology/IT Support Services Division,All Other Expenses,,,,6721.7300000000005,0.0,2112.14,26200.0,16320.0,3
General Fund,Information Technology/IT Support Services Division Total,,,,,567539.65,611619.4400000001,569142.85,931657.0,690704.0,2
General Fund,Human Resources/Organizational Development,Contracted Services,,,,0.0,21800.0,18800.0,20000.0,42000.0,3
General Fund,Human Resources/Organizational Development,All Other Expenses,,,,7187.05,10749.64,7119.6,10202.0,10460.0,3
General Fund,Human Resources/Organizational Development,FICA Tax Expense,,,,6935.81,7628.29,7717.11,8609.0,8144.0,3
General Fund,Human Resources/Organizational Development,Compensation - Temp/Seasonal,,,,47041.3,53673.17,54872.9,63800.0,58800.0,3
General Fund,Human Resources/Organizational Development,Training,,,,2188.1,4290.93,7255.04,7500.0,7500.0,3
General Fund,Human Resources/Organizational Development,Compensation - Full Time Reg,,,,44770.08,44770.11,44787.31,46296.0,47657.0,3
General Fund,Human Resources/Organizational Development,Group Insurance Expense,,,,13437.0,8925.0,8925.0,8925.0,9296.0,3
General Fund,Human Resources/Organizational Development Total,,,,,121559.34000000001,151837.14,149476.96,165332.0,183857.0,2
General Fund,Public Works/Sanitation Division,Contracted Services,,,,0.0,923906.03,966043.5,999153.0,1111000.0,3
General Fund,Public Works/Sanitation Division,FICA Tax Expense,,,,0.0,60366.46,59920.99,68691.0,71197.0,3
General Fund,Public Works/Sanitation Division,Employer - LGERS,,,,0.0,52006.52,57205.84,63672.0,65799.0,3
General Fund,Public Works/Sanitation Division,Cellular Usage,,,,0.0,25593.2,24259.09,22080.0,24300.0,3
General Fund,Public Works/Sanitation Division,All Other Expenses,,,,7863.0599999999995,14077.920000000002,12482.420000000002,18193.0,13346.0,3
General Fund,Public Works/Sanitation Division,Employer - LGERS,,,,53761.95,10652.89,6617.73,8914.0,11595.0,3
General Fund,Public Works/Sanitation Division,Materials,,,,47337.92,25198.0,487.17,60.0,0.0,3
General Fund,Public Works/Sanitation Division,FICA Tax Expense,,,,81481.23,12724.06,8339.66,11107.0,12546.0,3
General Fund,Public Works/Sanitation Division,Materials,,,,0.0,48829.37,45632.11,42668.0,45400.0,3
General Fund,Public Works/Sanitation Division,Compensation - Full Time Reg,,,,0.0,781806.83,778963.69,905519.0,892213.0,3
General Fund,Public Works/Sanitation Division,Contracted Services,,,,0.0,102840.75,59355.0,39080.0,50700.0,3
General Fund,Public Works/Sanitation Division,Employer - 401(K),,,,53609.99,8342.64,4809.4,6589.0,8200.0,3
General Fund,Public Works/Sanitation Division,Radio Charges,,,,0.0,8903.51,15896.07,22400.0,20800.0,3
General Fund,Public Works/Sanitation Division,Compensation - Overtime,,,,0.0,45235.46,52154.67,36986.0,38270.0,3
General Fund,Public Works/Sanitation Division,Services - Advertising,,,,0.0,7836.25,685.0,17640.0,0.0,3
General Fund,Public Works/Sanitation Division,Cellular Usage,,,,15925.45,-69.8,-356.26,-20.0,0.0,3
General Fund,Public Works/Sanitation Division,Services - Copying and Dupl,,,,0.0,136.0,9313.41,4636.0,5000.0,3
General Fund,Public Works/Sanitation Division,Employer - 401(K),,,,0.0,40012.23,41573.91,47077.0,46534.0,3
General Fund,Public Works/Sanitation Division,Tipping Fees,,,,0.0,1157868.55,1127466.59,1158003.0,1200000.0,3
General Fund,Public Works/Sanitation Division,Compensation - Full Time Reg,,,,1059417.58,161916.25,94908.67,125144.0,162499.0,3
General Fund,Public Works/Sanitation Division,Group Insurance Expense,,,,0.0,142784.0,8925.0,108803.0,269584.0,3
General Fund,Public Works/Sanitation Division,Supplies - Other,,,,0.0,426.0,0.0,17000.0,5000.0,3
General Fund,Public Works/Sanitation Division,Compensation - Overtime,,,,59418.0,0.0,1279.18,1693.0,1500.0,3
General Fund,Public Works/Sanitation Division,Compensation - Temp/Seasonal,,,,0.0,9150.95,17848.27,21032.0,0.0,3
General Fund,Public Works/Sanitation Division,Supplies - Uniforms,,,,0.0,5205.91,8026.62,8500.0,8850.0,3
General Fund,Public Works/Sanitation Division,Supplies - Safety Equipment,,,,0.0,12401.94,9833.14,7050.0,8500.0,3
General Fund,Public Works/Sanitation Division,Services - Advertising,,,,0.0,690.0,4685.69,20000.0,1000.0,3
General Fund,Public Works/Sanitation Division,Fleet Maintenance Charges,,,,0.0,728407.63,629941.25,505197.0,486000.0,3
General Fund,Public Works/Sanitation Division,Group Insurance Expense,,,,251860.0,169574.0,332358.0,293658.0,27888.0,3
General Fund,Public Works/Sanitation Division,Services - Copying and Dupl,,,,0.0,9080.08,5231.99,14100.0,14100.0,3
General Fund,Public Works/Sanitation Division,Fleet Fuel Charges,,,,0.0,0.0,281402.09,275382.0,290000.0,3
General Fund,Public Works/Sanitation Division,Supplies - Other,,,,0.0,10637.12,6613.53,81380.0,96600.0,3
General Fund,Public Works/Sanitation Division Total,,,,,1630675.1800000002,4576540.75,4671903.420000001,4951387.0,4988421.0,2
General Fund,Administration Services/Building Maintenance,Fleet Fuel Charges,,,,0.0,0.0,14865.52,14295.0,15584.0,3
General Fund,Administration Services/Building Maintenance,Contracted Services,,,,0.0,237579.2,332102.38,246702.0,427326.0,3
General Fund,Administration Services/Building Maintenance,Employer - LGERS,,,,14244.67,19670.63,28807.6,39778.0,43796.0,3
General Fund,Administration Services/Building Maintenance,Group Insurance Expense,,,,53747.0,80321.0,104321.0,114244.0,130144.0,3
General Fund,Administration Services/Building Maintenance,FICA Tax Expense,,,,22899.94,22551.51,30013.23,43614.0,47388.0,3
General Fund,Administration Services/Building Maintenance,All Other Expenses,,,,7340.110000000001,8223.39,13006.92,15480.0,18794.0,3
General Fund,Administration Services/Building Maintenance,Fleet Maintenance Charges,,,,13732.16,17942.91,19414.28,6632.0,7454.0,3
General Fund,Administration Services/Building Maintenance,Maint & Repair - Buildings,,,,0.0,322.22,42978.23,50140.0,84750.0,3
General Fund,Administration Services/Building Maintenance,Materials,,,,8455.8,14632.43,17934.34,13000.0,13000.0,3
General Fund,Administration Services/Building Maintenance,Maintenance and Repairs,,,,0.0,138228.45,214226.94,198601.0,279000.0,3
General Fund,Administration Services/Building Maintenance,Employer - 401(K),,,,14586.19,15404.64,20935.85,30610.0,30973.0,3
General Fund,Administration Services/Building Maintenance,Compensation - Overtime,,,,18617.78,13105.78,13650.23,11431.0,10000.0,3
General Fund,Administration Services/Building Maintenance,Natural Gas,,,,45041.17,37867.83,27641.79,50000.0,40000.0,3
General Fund,Administration Services/Building Maintenance,Compensation - Full Time Reg,,,,293751.82,296548.97,405065.92,518320.0,608957.0,3
General Fund,Administration Services/Building Maintenance,Water and Sewer,,,,0.0,1126.09,15245.2,20000.0,20000.0,3
General Fund,Administration Services/Building Maintenance,Electricity,,,,122082.92,113236.32,111176.63,124971.0,130000.0,3
General Fund,Administration Services/Building Maintenance Total,,,,,614499.56,1016761.3700000001,1411386.06,1497818.0,1907166.0,2
General Fund,Parks Rec & Cultural Arts/Community Program,Compensation - Full Time Reg,,,,0.0,0.0,0.0,0.0,290266.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Contracted Services,,,,0.0,0.0,0.0,0.0,10000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Materials,,,,0.0,0.0,0.0,0.0,8500.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Purchases for Resale,,,,0.0,0.0,0.0,0.0,10000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Rental/Lease,,,,0.0,0.0,0.0,0.0,20000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Services - Advertising,,,,0.0,0.0,0.0,0.0,20000.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Employer - LGERS,,,,0.0,0.0,0.0,0.0,20522.0,3
General Fund,Parks Rec & Cultural Arts/Community Program,Services - Copying and Dupl,,,,0.0,0.0,0.0,0.0,7500.0,3
